ma_voucher,ma_chi_nhanh
f41357e5-db70-462a-849d-b2a47240805f,a6483cb2-b3f1-45c1-a47b-49b28f4c5383
f41357e5-db70-462a-849d-b2a47240805f,b1f3da2e-5496-446f-906d-ee7e0b81770a
f41357e5-db70-462a-849d-b2a47240805f,b4dc9b09-3ad8-4f76-ad21-7553390cda6e
f41357e5-db70-462a-849d-b2a47240805f,bc5de1e2-5077-4c0f-93c6-824ee2e8d0b5
f41357e5-db70-462a-849d-b2a47240805f,c220ea31-ca4e-467a-9721-4d7655dabcf8
f41357e5-db70-462a-849d-b2a47240805f,c7883925-d148-476e-8599-3c4ed3b1beb8
f41357e5-db70-462a-849d-b2a47240805f,d41fc263-11be-4e59-83e6-e37ed4315d50
f41357e5-db70-462a-849d-b2a47240805f,d87c0f54-bbff-433f-883c-c647344f7398
f41357e5-db70-462a-849d-b2a47240805f,d9421e95-5779-475c-8f4b-c0e7402ea26a
f41357e5-db70-462a-849d-b2a47240805f,dff77033-6f65-43ea-8119-fd47d31e27dc
f45b24c3-2fc6-496a-8452-16ac715829c4,2daf1ab0-ccc9-4c8e-9074-46482bfed73d
f6ab6b04-a084-4553-b7e4-25d7063e8460,01505b30-8de8-4884-ba49-a263b5edbb76
f6ab6b04-a084-4553-b7e4-25d7063e8460,22caa03e-7df4-4a60-a6c2-9db1a2d25a47
f6ab6b04-a084-4553-b7e4-25d7063e8460,3550c5e1-45e1-4d90-89ec-34966e2dd7b9
f6ab6b04-a084-4553-b7e4-25d7063e8460,3a7e5109-9181-4569-a55b-a3fc20e27fe6
f6ab6b04-a084-4553-b7e4-25d7063e8460,421b7b56-9b97-4aeb-af7b-3f2ab91b61e1
f6ab6b04-a084-4553-b7e4-25d7063e8460,543385d1-3599-4573-9f75-177ee3aed3b3
f6ab6b04-a084-4553-b7e4-25d7063e8460,58bb7b68-cc5a-4de4-8c0b-52be3801b5f9
f6ab6b04-a084-4553-b7e4-25d7063e8460,62db2bfa-3a21-4dfd-88ae-55204b8c8db0
f6ab6b04-a084-4553-b7e4-25d7063e8460,6b908e0b-4e9a-4a32-908d-f55fc24f1258
f6ab6b04-a084-4553-b7e4-25d7063e8460,707c001c-c440-4b4c-9717-e789750eda65
f6ab6b04-a084-4553-b7e4-25d7063e8460,77bf47b1-ea7d-45a8-8011-2c15a52616bf
f6ab6b04-a084-4553-b7e4-25d7063e8460,7c61f905-597a-45d4-9e60-7ae0e1669e51
f6ab6b04-a084-4553-b7e4-25d7063e8460,7f57733d-1884-4193-953b-faa801da146c
f6ab6b04-a084-4553-b7e4-25d7063e8460,908e6544-7bb0-498e-83d0-58eb663232a6
f6ab6b04-a084-4553-b7e4-25d7063e8460,96037528-a8e4-44d9-86e3-687b23ceb193
f6ab6b04-a084-4553-b7e4-25d7063e8460,96841a89-aca2-4d5e-a2b3-08f713ccce13
f6ab6b04-a084-4553-b7e4-25d7063e8460,9dc74bdf-32d2-48d8-a09b-44afb8606397
f6ab6b04-a084-4553-b7e4-25d7063e8460,a4dbb326-7e5a-4516-abde-8a7cde3a1c02
f6ab6b04-a084-4553-b7e4-25d7063e8460,a6483cb2-b3f1-45c1-a47b-49b28f4c5383
f6ab6b04-a084-4553-b7e4-25d7063e8460,b1f3da2e-5496-446f-906d-ee7e0b81770a
f6ab6b04-a084-4553-b7e4-25d7063e8460,b4dc9b09-3ad8-4f76-ad21-7553390cda6e
f6ab6b04-a084-4553-b7e4-25d7063e8460,bc5de1e2-5077-4c0f-93c6-824ee2e8d0b5
f6ab6b04-a084-4553-b7e4-25d7063e8460,c220ea31-ca4e-467a-9721-4d7655dabcf8
f6ab6b04-a084-4553-b7e4-25d7063e8460,c7883925-d148-476e-8599-3c4ed3b1beb8
f6ab6b04-a084-4553-b7e4-25d7063e8460,d41fc263-11be-4e59-83e6-e37ed4315d50
f6ab6b04-a084-4553-b7e4-25d7063e8460,d87c0f54-bbff-433f-883c-c647344f7398
f6ab6b04-a084-4553-b7e4-25d7063e8460,d9421e95-5779-475c-8f4b-c0e7402ea26a
f6ab6b04-a084-4553-b7e4-25d7063e8460,dff77033-6f65-43ea-8119-fd47d31e27dc
f6e9d57d-04a1-42b0-bb00-5b8e66915b39,bf5113ae-8d82-4bd1-9370-3be8c97f45c3
fa21c7a2-e49a-4a19-a1a2-a9b75507a98c,b01bbe8f-c041-4305-901c-ce6d71c3977a
fa973101-1560-4feb-bc81-1cb962ef8485,5dff71ab-b046-4fb0-b948-45f563a32592
fd22a49b-d4a9-4f91-b8c3-899adb9e1c65,5c734a85-77ca-4b26-aa6f-0c763f527ad5
fed66cbc-3cd4-4e69-b54e-7ca3eda18c93,5c734a85-77ca-4b26-aa6f-0c763f527ad5
ffae9e53-0aa0-4d5d-9fb0-30243fba35a9,61c7ad52-a1ff-4446-80fd-3a8b4ac66381
ffae9e53-0aa0-4d5d-9fb0-30243fba35a9,c8a89575-0f9c-487c-a580-b4851ba1ab0c
