ma_hs,ten_dn,ma_so_thue,dia_chi,giay_phep_kinh_doanh,ngay_tao,trang_thai,logo
7a97e6af-ebe1-4e0f-96d1-2873b4810402,TOUR ĐÊM VĂN MIẾU - TINH HOA ĐẠO HỌC,0317771818,"58 P. Quốc Tử Giá , Phường Văn Miếu Quốc Tử Giám, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Tour-dem-Van-Mieu-5_12052026162821.jpg?sign=Bg-IhUEZbq3khtzaTZpn_w
7d113c07-2b54-4007-9045-86a460356306,X space Immersive,0315528468,"Lô B2-R1-06-07-08, Trung tâm thương mại Vincom Mega Mall Royal City, Số 72A đường Nguyễn Trãi, phường Thanh Xuân, Thành phố Hà Nội, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-X-Space-Immersive-5_15062026134420.jpg?sign=OeKSsbJ9i02fbfne53uSyA
830cc29b-7004-4234-8cde-f3d5b7f782f7,Tổ hợp Vui Chơi Giải Trí và Thể Thao Area One,0391120888,"Số 140 Đức Giang, Phường Việt Hưng, Thành Phố Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Area-One-Kids-7_15062026104143.jpg?sign=dUFo_pAom5DESzkbvEix2A
875e7575-54d1-47cf-a09b-dca98cddee33,Sâu Kid Playground,0307003116,"Tầng 3, Lô 05-06-07 toà ROX Center Goldmark City, 136 Hồ Tùng Mậu, Bắc Từ Liêm, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Sau-kid-Playground-2_14072026105244.jpg?sign=tEqpkAhovxPH1Wr0VdIsMg
8b7e72b6-d833-419e-8086-024d6be1b144,kidzooona AEON MALL Hải Phòng 3F,0354571043,"Lô T347-348, tầng 3, Aeon Mall Hải Phòng Lê Chân, Đ. Hồ Sen Cầu Rào 2, phường An Biên, thành phố Hải Phòng",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-kidzooona-Hai-Phong_14072026172432.jpg?sign=mz1ehr85fB7VefDj-6Kg_w
8bafce75-fceb-43d7-b301-1d48b9e4de54,AdventureS,0308715653,"Tầng L3, Toà Nam, TTTM Hanoi Centre, 175 Nguyễn Thái Học, P. Ô Chợ Dừa, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/AdventureS_09062026095901.jpg?sign=gUjFzdor5WDDmpdBPcWcVw
90743c6c-7cd9-46cb-8a42-b6411091e46e,Show Thực Cảnh Anh Hùng Cờ Lau,0313351166,"Thủy Đình, Phố Cổ Hoa Lư, Ninh Bình",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Anh-hung-co-lau-01_09072026113202.jpg?sign=4KDlzuWYSeA2LeMGvoKmJA
97cc13f3-9e0f-44d3-93a8-d8725e4fab06,I.CAN INTERNATIONAL,0313861648,"Số 10 ngõ 102 Trần Phú,Hà Đông, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:07:50+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Trang-Binh-An_21082026103954.jpg?sign=tPZbZy5LIFs6OXjbrWkciQ
982c92d0-7f3f-4d5c-9af6-69ff021c5347,Ruby Cruise,0307809070,"Nhà chờ G55, cảng số 2, Cảng tàu Quốc tế Tuần Châu - Quảng Ninh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:10:24+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Ruby-Cruise-1_20052026170653.jpg?sign=8UUtGuXRoUXoBjsTEWINFQ
99ccb042-3d52-4ada-bdff-aa6ee70ac1fb,kidzooona Sora Gardens Bình Dương,0366983261,"Lô số 203, Tầng 2, Tòa nhà Sora Gardens SC, Lô C19, Đại lộ Hùng Vương, Phường Bình Dương, TP.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kizooona-12_06072026135049.jpg?sign=lkTuBuXBuhFtqYBynWfIEw
9ee98775-8d3c-4737-8fd2-d53c7ddbbb55,Khu du lịch Thúy Thuận Đà Lạt,0323583778,"Tổ 13, Thôn 1, Phường Cam Ly - Đà Lạt, tỉnh Lâm Đồng",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/1_11052026153735.jpg?sign=P2ApmAGwK3DTWCrioYfV0Q
a15af6ae-5802-4568-9e30-cf6e238bd336,SEN 20 HÀNG TRE VÀ 72B TRẦN HƯNG ĐẠO,0330675411,"Số 20 Hàng Tre, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Thành phố Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:09:44+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Sen-Tai-Thu-14_11052026115055.jpg?sign=rQtoCt2tZprws9CdaSAKpg
aac5368a-3bf3-427f-ab4c-99fca4f00eea,Khu vui chơi B-Zone,0379968011,"Lô L5 - 02 - 04, tầng L5, TTTM Vicom Mega Mall Thảo Điền. Số 161 Võ Nguyên Giáp phường Thảo Điền TP Thủ Đức Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Thao-Diền--3-_11052026161322.jpg?sign=EJlgSBiZDEaOgV3a2rFUrA
ab0eb565-e8ad-4b0e-b2f4-cba3521d0411,bTaskee - Ứng dụng tiện ích gia đình,0377712792,"Địa điểm tư vấn mua Voucher: Tầng 12A Tòa văn phòng - TTTM ROX Tower Goldmark City 136 Hồ Tùng Mậu, Phú Diễn, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:12:55+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-bTaskee_27052026090638.jpg?sign=40od9hV7RZFoZkgJVr5DjA
ab8170c4-b8ee-48e0-b4a3-18a802d354bb,Ccomaya Kids Cafe,0326456571,"Số 9 Đường Số 6, Phường Thảo Điền, Thành phố Thủ Đức, TP.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Ccomaya-Kids-Cafe_08052026102102.jpg?sign=ZdiMJEbjL4NKA26AyzLNzQ
afd47b2f-2348-4a30-8733-0b3ddf8e0d95,LifeLink Gift Card,0331373359,"Tầng 12A Tòa văn phòng - TTTM ROX Tower Goldmark City 136 Hồ Tùng Mậu, phường Phú Diễn, Hà Nội.",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/backimthaang_11052026142335.jpg?sign=HGhw_BY9OB9aJhLKsN8hTg
afd8448c-69ae-4867-93aa-c579ea459299,Danang Dophilnarium,0322380249,"Khối Quảng Gia, Phường Điện Bàn Đông, TP.Đà Nẵng",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Danang-Dophilnarium_08062026102237.jpg?sign=Hlu6sCu1rB1DZwA0ryoKog
b26f1740-b341-4ff2-8c94-2563aa8a66f7,GIVISTA,0326146198,"Địa điểm tư vấn mua voucher: Tầng 8, Tòa nhà Phương Nam, Số 157 Võ Thị Sáu, Phường 6, Quận 3, TP. HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Du-Nhien-2banh_10082026164655.jpg?sign=Ddc5u33AMICrRNxJuBgKmw
b45bd7b0-c853-42b4-8df6-678e74dcdabf,Airport Connects,0392533230,"Địa điểm tư vấn mua voucher: Số 122 Nguyễn Hoàng, phường Bình Trưng, TP.Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:10:24+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/1_14052026091932.jpg?sign=BbYtKahe5EIcHe5iCsRHZQ
b96a40c9-5279-4b15-92cc-14433cb91784,Đài quan sát Lotte Center,0383555809,"54 Liễu Giai, Ba Đình, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/9_08052026150905.jpg?sign=YTfZAuW7rN6d9Q3dOZQyEA
bb105ef3-f758-42a1-9186-8c84e2848654,Spicy Box,0388917702,"5F-52 Tầng 5 Crescent Mall, Số 101 Tôn Dật Tiên, Phường Tân Phú, Quận 7, Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Voucher-Buffet-danh-cho-1-nguoi_29072026090558.jpg?sign=ymEvQidr4BZ4Xi2fZc0D7w
be9c629a-73a7-4f3a-ac22-08a886cd24df,kidzooona Hanoi Centre,0373110411,"L2-C10, Tầng 2, Tiến Bộ Plaza, 175 đường Nguyễn Thái Học, Phường Ô Chợ Dừa, TP. Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-6_07072026085006.jpg?sign=uqAO43sJUYhZ-85GUfLmrQ
c4b32ba0-c514-4b61-8df1-f2afdf45b8db,Hệ thống Thẩm mỹ viện Ngọc Dung,0321152664,"392A Nguyễn Thị Thập, P.Tân Quy, Q.7, HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:09:44+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-TMV-Ngoc-Dung-1_27052026142721.jpg?sign=kF7mR8MZomN_Dml8rHMXNw
c4b4baf9-845c-4c3d-94ad-b851a15b6984,Tiny kidzooona AEON MALL Long Biên,0359736820,"Lô 3F-1, tầng 3, Aeon Mall Long Biên, Số 27 đường Cổ Linh, Phường Long Biên, Thành phố Hà Nội, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-1_06072026165845.jpg?sign=i7-Ey0BBpih6FtzHeLkWvg
c57b538e-359a-4a01-a56c-da54a70db1d1,Kid's Box LOTTE MART Vinh,0334595937,"Lô 3F-11, TTTM Lotte Mart, Đại lộ V.I.Lenin, Khối Yên Sơn, Phường Vinh Phú, Tỉnh Nghệ An, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-4_06072026172549.jpg?sign=Pw9eUnLolHcg4VF7QbsdkA
c5dc445c-fea7-4a5e-823a-41665903d82b,Nhà hàng Shacha Niú,0386283141,"26 Lương Định Của, Phường Kim Liên, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Shacha-Niu-1_08052026103331.jpg?sign=lrIJ6G04tZW_3pIZWe1m3Q
c6d185d3-3b89-4331-85a6-bd718342e9e1,kidzooona GO Buôn Ma Thuột,0309571459,"Lô 2S22-B, TTTM Go! Buôn Ma Thuột, Góc đường Nguyễn Thị Định và đường Vành đai Phía Tây, Phường Thành Nhất, Tỉnh Đắk Lắk, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-3_06072026160832.jpg?sign=KF5EVS8-miOznWH8E82sYw
c6ea3e6a-f0da-491b-9e4e-94ec591a3e1e,Tàu nhà hàng SAIGON PRINCESS,0349927732,"Cảng Hành khách Tàu biển – Cảng Sài Gòn, số 5 Nguyễn Tất Thành, phường Xóm Chiếu , TP.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-SaiGon-Princess-4_11062026101741.jpg?sign=4NJQl_Ml2-CBO2bcKGDWFg
cd3bcf1f-d91d-4c8e-bfb8-8f6b968a20c1,Công ty Đồ uống Vạn Thinh,0239939932,"56 Nguyễn Văn Cừ, Chợ Quán, Hồ Chí Minh",https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/licenses/1787728732288_xj08m.jpg,2026-08-26 07:18:54.453069+00,Dang hoat dong,https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/logos/1787728733292_ru6gbi.jpg
d69ba734-c3f9-4813-be9f-d1d83d7ec45c,kidzooona PARC MALL Quận 8,0387280169,"L3-01, Tầng 3, Trung tâm thương mại PARC MALL Q.8, số 547-549 đường Tạ Quang Bửu, Phường Chánh Hưng, TP.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kizooona-6_06072026150831.jpg?sign=ao45DOy-mfl3KWvnCFMjZA
da49801a-ad11-4e33-9dc1-9919589faf11,Nhà hàng Chay Tầm Vị,0346965649,"50B Phố Châu Long, Phường Ba Đình, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:07:50+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Chay-Tam-Vi_12082026142301.jpg?sign=5x9dQFK6ItK4PE_RVVSr9g
e4147ade-8f13-4bcb-ab88-9a6a864cc632,"Công ty Đồ ăn Hoàng Hà ",0299399922,"23 Nguyễn Trãi, An Đông, Hồ Chí Minh ",https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/licenses/1787728407901_whbo5f.jpg,2026-08-26 07:13:30.356959+00,Dang hoat dong,https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/logos/1787728409191_owiswo.png
e4ced7d0-0311-4160-865b-131feaf86078,Cinesphere - Phòng chiếu phim 8K,0316472079,"Tầng 4 Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, Phường Hòa Hưng, Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Cinesphere-Vạn-Hạnh-Mall--3-_08052026103739.jpg?sign=-ElmbeB4IuQpBeWNuncv9A
e8acc2e0-6d3e-4b9f-8e28-78e11edc73e7,Hệ thống Phòng khám DiaB,0344224527,"Phòng A301 - Tầng 3A - 71 Hoàng Văn Thái, Phường Tân Mỹ, TP.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:09:44+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Voucher-mien-phi-kham_04082026091222.png?sign=sEbiRhkn4QFev_MWIB4hpw
e9359a63-2fa3-43b8-86e2-d3999ca004d2,Tổ Hợp Khu Vui Chơi KidZania Lotte Mall Tây Hồ,0359396447,"Tầng 5, Trung tâm thương mại Lotte Mall Hà Nội, số 272 đường Võ Chí Công, phường Tây Hồ, thành phố Hà Nội, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-KidZania-Ha-Noi-2_21072026171922.jpg?sign=SS-XdJkfzWpgccljfGP79w
e9785604-dd4f-4067-8d07-3396c5af9c34,Aurora Halong Cruises,0340929098,Cảng tàu Quốc tế Hạ Long - Hạ Long - Quảng Ninh,https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:10:24+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/1_27052026115347.jpg?sign=HtSwInTcSNqP17pCCYhpeQ
ec461027-a973-418e-90bf-6dc7e814f027,Life4cuts,0343876484,"The New Playground, 26 Lý Tự Trọng, P. Bến Nghé, Quận 1, Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Life4cuts_16062026134140.jpg?sign=tLlfeRkL7ep6oHlscT3Wlw
f54ec690-4139-4559-aaf7-e5b447e67f66,HLC Starry Sky Art Museum,0341173834,"Khu B2 -R1-27-28 Vincom Mega Mall, 72A Đ. Nguyễn Trãi, Khu đô thị Royal City, Thanh Xuân, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/1_11052026140009.jpg?sign=6sHt8SJd2MQTnDZK_mSY2g
f7d08df4-04db-4d5a-859f-70ccf5e5e2dd,Potico.vn - Hoa & Quà Tặng,0395159178,"Hồ Chí Minh: Số 122 Nguyễn Hoàng, phường Bình Trưng, TP.Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:12:55+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Coupon-giam-100k-cho-don-hang_10062026085836.jpg?sign=m1NqrKCkwBob-Zpybi_RCQ
f8d5b658-8608-425f-89c5-dcaeef0a647e,"Công ty Thức uống Ba Vì ",0928399922,"134 Nguyễn Văn Cừ, Hồ Chí Minh",https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/licenses/1787734401545_h6vg0h.jpg,2026-08-26 08:53:23.85593+00,Dang hoat dong,https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/logos/1787734544247_bt4zj.jpg
fd61f2bf-6655-4239-955b-b2ddd14c63c6,Hệ thống Sườn Mười,0360350865,264 Hoàng Văn Thái - Khương Mai- Thanh Xuân - Hà Nội,https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/IMG_20260605_104506_19062026084219.jpg?sign=16yIgD1wUuuaCjtIvTa8AQ
